Job 	 | Submit time 	 | Run time 	 | Job Type-ExecTime 	 | Num nodes
-------------------------------------------------
Job 592:      0 	     59 	      7-    10 	      1
Job 593:     10 	   5289 	     11-  1200 	      2
Job 594:      8 	  13282 	      9-    30 	      2
Job 595:      4 	  17163 	      3-    15 	    147
Job 596:    300 	     48 	      9-    30 	      1
Job 597:      2 	    186 	      4-    10 	     32
Job 598:      0 	     14 	      1-   240 	      8
Job 599:      4 	      7 	      7-    10 	      1
Job 600:      1 	     17 	      4-    10 	     16
Job 601:      0 	     16 	      3-    15 	      8
Job 602:      0 	   5309 	      5-     5 	     64
Job 603:      2 	      9 	      9-    30 	     32
Job 604:      2 	   5263 	     11-  1200 	    199
Job 605:      3 	     20 	      7-    10 	      1
Job 606:      1 	      5 	      5-     5 	    128
Job 607:     40 	     56 	      4-    10 	      1
Job 608:      1 	   7376 	      5-     5 	     79
Job 609:      1 	    191 	      9-    30 	      1
Job 610:     11 	  24244 	     12-   600 	     32
Job 611:      0 	     16 	      3-    15 	      1
Job 612:     27 	     46 	      7-    10 	      8
Job 613:    173 	   6799 	      0-   210 	      8
Job 614:     16 	    625 	      1-   240 	      1
Job 615:      1 	     15 	      2-   180 	      2
Job 616:      0 	  13254 	      7-    10 	      8
Job 617:      8 	     67 	      2-   180 	      1
Job 618:      1 	     72 	      7-    10 	      1
Job 619:      0 	  13987 	     12-   600 	      2
Job 620:      7 	  12436 	      8-    60 	      2
Job 621:      7 	  14022 	      8-    60 	     22
Job 622:      2 	     80 	      2-   180 	      8
Job 623:      4 	  72617 	     12-   600 	      1
Job 624:      4 	  10007 	     10-     5 	      8
Job 625:      0 	      6 	      6-    10 	      8
Job 626:      8 	   4752 	      7-    10 	     16
Job 627:     14 	   9464 	      0-   210 	     32
Job 628:      1 	     21 	      8-    60 	     32
Job 629:      4 	    110 	      6-    10 	      1
Job 630:      1 	     19 	      6-    10 	      1
Job 631:    101 	     12 	     12-   600 	      4
Job 632:      1 	  14955 	      5-     5 	      3
Job 633:      8 	  17876 	      1-   240 	      4
Job 634:      4 	     28 	      2-   180 	      2
Job 635:      4 	  13425 	      9-    30 	    219
Job 636:     49 	  18054 	     10-     5 	      2
Job 637:      1 	      6 	      6-    10 	     32
Job 638:      4 	      6 	      6-    10 	      2
Job 639:     10 	    814 	      8-    60 	      1
Job 640:      3 	     23 	     10-     5 	      6
Job 641:      1 	     13 	      0-   210 	     17
Job 642:      0 	    358 	      7-    10 	     64
Job 643:     50 	  13976 	      1-   240 	     32
Job 644:      3 	   5666 	     11-  1200 	     32
Job 645:      4 	      5 	      5-     5 	      2
Job 646:      0 	  25230 	     10-     5 	      8
Job 647:    300 	      3 	      3-    15 	      2
Job 648:      0 	     54 	      2-   180 	      1
Job 649:      0 	  16528 	      5-     5 	      1
Job 650:      0 	    306 	      7-    10 	      1
Job 651:      2 	     26 	      0-   210 	      1
Job 652:      0 	    195 	      0-   210 	     16
Job 653:      2 	  16258 	      8-    60 	    256
Job 654:      5 	     42 	      3-    15 	     42
Job 655:      3 	    460 	      5-     5 	     32
Job 656:      9 	     31 	      5-     5 	     91
Job 657:      5 	  33663 	      6-    10 	     64
Job 658:      0 	   8472 	      9-    30 	     32
Job 659:      0 	     22 	      9-    30 	      1
Job 660:      2 	   5223 	     10-     5 	      1
Job 661:      4 	      6 	      6-    10 	      4
Job 662:      0 	    183 	      1-   240 	     32
Job 663:      3 	      3 	      3-    15 	      1
Job 664:      0 	    572 	      0-   210 	      8
Job 665:      0 	   6721 	      0-   210 	      1
Job 666:     78 	  20674 	      4-    10 	     32
Job 667:      0 	     39 	      0-   210 	      4
Job 668:    107 	    121 	      4-    10 	      1
Job 669:      1 	  11837 	      7-    10 	      8
Job 670:     17 	   5614 	     11-  1200 	      1
Job 671:      4 	      3 	      3-    15 	     28
Job 672:      0 	   9908 	      2-   180 	      1
Job 673:      0 	  13711 	      9-    30 	      1
Job 674:      0 	     14 	      1-   240 	     21
Job 675:      9 	  10826 	     10-     5 	      2
Job 676:      3 	      8 	      8-    60 	      8
Job 677:      2 	    148 	      5-     5 	      1
Job 678:     11 	    147 	      4-    10 	     32
Job 679:      0 	     48 	      9-    30 	      8
Job 680:      4 	 124707 	     11-  1200 	     16
Job 681:      0 	  15074 	      7-    10 	     20
Job 682:     11 	    665 	      2-   180 	      8
Job 683:     23 	     69 	      4-    10 	      4
Job 684:      2 	     57 	      5-     5 	      8
Job 685:      7 	     19 	      6-    10 	     64
Job 686:      6 	   7790 	      3-    15 	    128
Job 687:      1 	  18338 	      8-    60 	      8
Job 688:      2 	    128 	     11-  1200 	     32
Job 689:      0 	     59 	      7-    10 	      4
Job 690:      2 	     15 	      2-   180 	      4
Job 691:      1 	  19634 	      4-    10 	      1
Job 692:      0 	      5 	      5-     5 	     32
Job 693:      1 	      7 	      7-    10 	      4
Job 694:     26 	     45 	      6-    10 	      3
Job 695:      1 	     10 	     10-     5 	      4
Job 696:      0 	    645 	      8-    60 	      8
Job 697:      1 	     11 	     11-  1200 	      7
Job 698:      8 	     16 	      3-    15 	      3
Job 699:      0 	   6488 	      1-   240 	    218
Job 700:     13 	      7 	      7-    10 	      1
Job 701:      1 	    517 	     10-     5 	      1
Job 702:      5 	   8836 	      9-    30 	     64
Job 703:      2 	     89 	     11-  1200 	      1
Job 704:      0 	     13 	      0-   210 	      1
Job 705:      1 	     89 	     11-  1200 	     32
Job 706:      0 	    165 	      9-    30 	     16
Job 707:      1 	     84 	      6-    10 	      1
Job 708:      0 	  16299 	     10-     5 	      8
Job 709:     54 	     20 	      7-    10 	     16
Job 710:     50 	    178 	      9-    30 	     12
Job 711:      0 	      8 	      8-    60 	      5
Job 712:      1 	    463 	      8-    60 	     16
Job 713:      1 	   1058 	      5-     5 	      1
Job 714:      1 	     25 	     12-   600 	      1
Job 715:     12 	     51 	     12-   600 	      1
Job 716:      0 	    216 	      8-    60 	      2
Job 717:     15 	     19 	      6-    10 	      1
Job 718:     13 	  16730 	     12-   600 	     16
Job 719:      0 	      6 	      6-    10 	      2
Job 720:      0 	  15072 	      5-     5 	     36
Job 721:      2 	  12904 	      8-    60 	     45
Job 722:      3 	  16263 	      0-   210 	     16
Job 723:     42 	   8940 	      9-    30 	     46
Job 724:     33 	     61 	      9-    30 	     16
Job 725:      5 	   9668 	      9-    30 	     16
Job 726:      9 	   1482 	      0-   210 	      1
Job 727:      1 	     36 	     10-     5 	     16
Job 728:     23 	      5 	      5-     5 	      1
Job 729:     22 	    124 	      7-    10 	      3
Job 730:      3 	    458 	      3-    15 	      2
Job 731:     49 	     51 	     12-   600 	     16
Job 732:      2 	     21 	      8-    60 	      4
Job 733:    300 	    175 	      6-    10 	     16
Job 734:      0 	      7 	      7-    10 	     16
Job 735:     15 	  11147 	      6-    10 	      8
Job 736:     13 	     61 	      9-    30 	      4
Job 737:      1 	    165 	      9-    30 	      4
Job 738:      1 	      5 	      5-     5 	      1
Job 739:      0 	    302 	      3-    15 	      8
Job 740:     29 	     32 	      6-    10 	      1
Job 741:      1 	    639 	      2-   180 	      1
Job 742:      5 	     27 	      1-   240 	     16
Job 743:     13 	  10841 	     12-   600 	     29
Job 744:      0 	     32 	      6-    10 	      8
Job 745:      2 	      4 	      4-    10 	      1
Job 746:     28 	     46 	      7-    10 	      4
Job 747:      1 	  72052 	      6-    10 	      1
Job 748:      5 	    286 	      0-   210 	      8
Job 749:      0 	   6989 	      8-    60 	     35
Job 750:      2 	  27396 	      5-     5 	    256
Job 751:     53 	    174 	      5-     5 	      2
Job 752:      1 	    123 	      6-    10 	     16
Job 753:      3 	   7561 	      8-    60 	      1
Job 754:      4 	    166 	     10-     5 	     32
Job 755:     12 	     95 	      4-    10 	      1
Job 756:      0 	    101 	     10-     5 	      1
Job 757:      0 	  13330 	      5-     5 	     16
Job 758:      1 	      3 	      3-    15 	     11
Job 759:      7 	     32 	      6-    10 	     32
Job 760:      8 	     26 	      0-   210 	     64
Job 761:      2 	    396 	      6-    10 	      1
Job 762:      1 	    116 	     12-   600 	      5
Job 763:      0 	     13 	      0-   210 	     32
Job 764:     10 	      6 	      6-    10 	     32
Job 765:      1 	     15 	      2-   180 	      1
Job 766:      1 	    116 	     12-   600 	      1
Job 767:      9 	      4 	      4-    10 	      8
Job 768:      2 	    108 	      4-    10 	      1
Job 769:      1 	     88 	     10-     5 	     47
Job 770:     15 	  37244 	     12-   600 	      8
Job 771:      2 	  12881 	     11-  1200 	      1
Job 772:      3 	     27 	      1-   240 	     16
Job 773:      0 	     14 	      1-   240 	      1
Job 774:      0 	      6 	      6-    10 	      4
Job 775:      2 	      4 	      4-    10 	      1
Job 776:      1 	     25 	     12-   600 	      2
Job 777:      0 	  10595 	      0-   210 	      8
Job 778:     10 	      2 	      2-   180 	      9
Job 779:      1 	    107 	      3-    15 	      4
Job 780:      1 	  75206 	      1-   240 	    128
Job 781:      0 	  10235 	      4-    10 	    128
Job 782:      0 	  11724 	     11-  1200 	    128
Job 783:    270 	     28 	      2-   180 	      3
Job 784:      1 	     31 	      5-     5 	      4
Job 785:     86 	   6819 	      7-    10 	     16
Job 786:      4 	     34 	      8-    60 	      1
Job 787:      2 	  34252 	     10-     5 	      8
Job 788:      4 	   1876 	      4-    10 	     32
Job 789:      0 	  36702 	      3-    15 	    256
Job 790:      1 	    322 	     10-     5 	      4
Job 791:      0 	      7 	      7-    10 	      1
Job 792:     11 	      2 	      2-   180 	     32
Job 793:      2 	  12873 	      3-    15 	     16
Job 794:      3 	   5597 	      7-    10 	    256
Job 795:      0 	   3859 	     11-  1200 	      4
Job 796:      0 	   8911 	      6-    10 	      2
Job 797:      2 	      3 	      3-    15 	     32
Job 798:      0 	  21038 	      4-    10 	    256
Job 799:     36 	     22 	      9-    30 	     14
Job 800:      3 	    161 	      5-     5 	      1
Job 801:      3 	    144 	      1-   240 	      1
Job 802:      0 	  12841 	     10-     5 	     13
Job 803:      1 	   1916 	      5-     5 	     32
Job 804:     10 	     13 	      0-   210 	     16
Job 805:      5 	    138 	      8-    60 	     64
Job 806:      0 	     43 	      4-    10 	      4
Job 807:      3 	     61 	      9-    30 	      1
Job 808:      1 	     67 	      2-   180 	      1
Job 809:      0 	  20251 	     10-     5 	      1
Job 810:      3 	   9611 	      4-    10 	      1
Job 811:      2 	     39 	      0-   210 	      3
Job 812:     49 	     24 	     11-  1200 	      8
Job 813:      3 	      6 	      6-    10 	      8
Job 814:      0 	  11470 	      4-    10 	    203
Job 815:      2 	     70 	      5-     5 	     32
Job 816:      1 	  11395 	      7-    10 	     20
Job 817:      3 	   8611 	      5-     5 	    128
Job 818:      2 	     74 	      9-    30 	      8
Job 819:      8 	  18553 	      2-   180 	     32
Job 820:      0 	   3264 	      1-   240 	      2
Job 821:     21 	  25486 	      6-    10 	     17
Job 822:     38 	    100 	      9-    30 	      9
Job 823:      1 	     16 	      3-    15 	     15
Job 824:      0 	     13 	      0-   210 	      4
Job 825:      1 	  32321 	      3-    15 	     32
Job 826:      1 	   7927 	     10-     5 	      2
Job 827:      5 	     13 	      0-   210 	      4
Job 828:    224 	    151 	      8-    60 	      8
Job 829:      7 	      3 	      3-    15 	     27
Job 830:     12 	   8933 	      2-   180 	    128
Job 831:      7 	      4 	      4-    10 	      4
Job 832:      7 	     67 	      2-   180 	      4
Job 833:      7 	     28 	      2-   180 	      1
Job 834:      2 	      2 	      2-   180 	     16
Job 835:      3 	   6243 	      3-    15 	     32
Job 836:      6 	   8626 	      7-    10 	      4
Job 837:      0 	    146 	      3-    15 	     16
Job 838:      5 	     83 	      5-     5 	      8
Job 839:      2 	      8 	      8-    60 	     32
Job 840:      6 	     18 	      5-     5 	    109
Job 841:     35 	   9936 	      4-    10 	     32
Job 842:     32 	      8 	      8-    60 	      1
Job 843:      1 	  19731 	     10-     5 	     62
Job 844:      5 	    241 	      7-    10 	      1
Job 845:     40 	     85 	      7-    10 	      1
Job 846:      6 	  11811 	      7-    10 	     64
Job 847:      6 	  21973 	      3-    15 	      2
Job 848:    134 	   1252 	      4-    10 	      2
Job 849:      3 	     14 	      1-   240 	      1
Job 850:     27 	  12845 	      1-   240 	    256
Job 851:      9 	     42 	      3-    15 	      2
Job 852:      3 	  12439 	     11-  1200 	      1
Job 853:     15 	 107069 	      1-   240 	      1
Job 854:    106 	      6 	      6-    10 	     16
Job 855:      2 	     11 	     11-  1200 	      2
Job 856:      1 	     57 	      5-     5 	      1
Job 857:     49 	     68 	      3-    15 	      2
Job 858:      1 	     88 	     10-     5 	      3
Job 859:      1 	      6 	      6-    10 	      4
Job 860:      0 	   6643 	      0-   210 	    256
Job 861:      0 	    420 	      4-    10 	     32
Job 862:      3 	   6902 	     12-   600 	      4
Job 863:      1 	  20120 	      9-    30 	      2
Job 864:      2 	   7452 	      3-    15 	    128
Job 865:     15 	  15046 	      5-     5 	    128
Job 866:      0 	  33606 	      1-   240 	     16
Job 867:     12 	     62 	     10-     5 	     32
Job 868:      2 	  10332 	     10-     5 	     32
Job 869:      0 	     29 	      3-    15 	      1
Job 870:      0 	      4 	      4-    10 	      1
Job 871:      0 	     77 	     12-   600 	      5
Job 872:    132 	      8 	      8-    60 	     12
Job 873:      1 	  19832 	      7-    10 	     32
Job 874:      1 	  21614 	      8-    60 	      3
Job 875:     13 	     20 	      7-    10 	     16
Job 876:      3 	  14297 	     10-     5 	     64
Job 877:     13 	   1417 	      0-   210 	      1
Job 878:      3 	   9665 	      6-    10 	      1
Job 879:      3 	  40458 	      2-   180 	      1
Job 880:    178 	  22853 	     12-   600 	      1
Job 881:      0 	    110 	      6-    10 	     64
Job 882:      1 	     33 	      7-    10 	     32
Job 883:      1 	      4 	      4-    10 	      8
Job 884:      0 	     16 	      3-    15 	      1
Job 885:      4 	   6103 	      6-    10 	      1
Job 886:      0 	     17 	      4-    10 	      8
Job 887:     39 	     23 	     10-     5 	      6
Job 888:     12 	   1998 	      9-    30 	      1
Job 889:      2 	      5 	      5-     5 	      1
Job 890:      0 	  18972 	      5-     5 	     12
Job 891:      3 	    219 	     11-  1200 	     16
Job 892:      0 	     20 	      7-    10 	      1
Job 893:      3 	    216 	      8-    60 	      7
Job 894:      0 	    752 	     11-  1200 	      1
Job 895:    300 	     23 	     10-     5 	      1
Job 896:    117 	  12693 	      5-     5 	     16
Job 897:      0 	      6 	      6-    10 	     16
Job 898:      8 	      7 	      7-    10 	      2
Job 899:      1 	      8 	      8-    60 	      6
Job 900:     11 	     12 	     12-   600 	      3
Job 901:      2 	   8973 	      3-    15 	    256
Job 902:      4 	   5276 	     11-  1200 	      1
Job 903:      3 	   2147 	      2-   180 	      1
Job 904:      4 	    280 	      7-    10 	      4
Job 905:      2 	  10533 	      3-    15 	    256
Job 906:      6 	      2 	      2-   180 	     16
Job 907:      2 	     23 	     10-     5 	     32
Job 908:      1 	  13543 	     10-     5 	     41
Job 909:      2 	    130 	      0-   210 	      2
Job 910:      0 	  14815 	      8-    60 	     32
Job 911:      3 	   4292 	      2-   180 	    256
Job 912:      1 	    633 	      9-    30 	      8
Job 913:      6 	   5104 	      8-    60 	     16
Job 914:    208 	     28 	      2-   180 	      4
Job 915:     61 	      2 	      2-   180 	      4
Job 916:      9 	      2 	      2-   180 	      8
Job 917:      4 	      7 	      7-    10 	      1
Job 918:     23 	      8 	      8-    60 	      3
Job 919:      7 	    121 	      4-    10 	      4
Job 920:      1 	  30081 	     12-   600 	    118
Job 921:      3 	     25 	     12-   600 	      8
Job 922:     12 	    124 	      7-    10 	      1
Job 923:     12 	    116 	     12-   600 	      1
Job 924:     18 	  31818 	      7-    10 	     22
Job 925:     43 	   6633 	      3-    15 	      4
Job 926:      5 	     29 	      3-    15 	      1
Job 927:      8 	    170 	      1-   240 	      1
Job 928:      7 	  14947 	     10-     5 	      8
Job 929:      5 	   8887 	      8-    60 	     73
Job 930:      0 	  11490 	     11-  1200 	     32
Job 931:      7 	  36514 	     10-     5 	     15
Job 932:      5 	      5 	      5-     5 	      8
Job 933:      2 	     28 	      2-   180 	     16
Job 934:     11 	  19419 	     10-     5 	      2
Job 935:      5 	    133 	      3-    15 	     32
Job 936:     26 	    108 	      4-    10 	     31
Job 937:      7 	    287 	      1-   240 	      2
Job 938:      1 	    219 	     11-  1200 	      2
Job 939:      1 	    246 	     12-   600 	      8
Job 940:      9 	  10356 	      8-    60 	      1
Job 941:     37 	     17 	      4-    10 	     42
Job 942:      0 	     10 	     10-     5 	     16
Job 943:     21 	     49 	     10-     5 	      8
Job 944:      2 	      4 	      4-    10 	     16
Job 945:     18 	  19181 	      6-    10 	     64
Job 946:      0 	      7 	      7-    10 	      4
Job 947:     38 	     32 	      6-    10 	      8
Job 948:     12 	    933 	     10-     5 	      1
Job 949:    150 	   8685 	      1-   240 	      8
Job 950:      0 	      4 	      4-    10 	     31
Job 951:     21 	     16 	      3-    15 	     16
Job 952:      0 	   6726 	      5-     5 	      4
Job 953:      3 	     37 	     11-  1200 	      1
Job 954:     14 	  21812 	     11-  1200 	      4
Job 955:      1 	     88 	     10-     5 	     64
Job 956:      0 	   1004 	      3-    15 	      1
Job 957:      0 	      3 	      3-    15 	      2
Job 958:      7 	   2394 	      2-   180 	      2
Job 959:      0 	   1191 	      8-    60 	     16
Job 960:      1 	   7663 	      6-    10 	      1
Job 961:      5 	     88 	     10-     5 	      4
Job 962:      0 	     11 	     11-  1200 	      2
Job 963:      5 	      8 	      8-    60 	      1
Job 964:      1 	  23878 	     10-     5 	      7
Job 965:     15 	     19 	      6-    10 	      2
Job 966:      0 	   1293 	      6-    10 	      1
Job 967:      0 	   7017 	     10-     5 	     42
Job 968:      0 	    126 	      9-    30 	      8
Job 969:      0 	     52 	      0-   210 	      1
Job 970:      0 	     23 	     10-     5 	     32
Job 971:      2 	     93 	      2-   180 	      1
Job 972:      8 	   8782 	      7-    10 	     32
Job 973:      0 	    860 	      2-   180 	     16
Job 974:      0 	      6 	      6-    10 	     16
Job 975:      0 	  44954 	      0-   210 	      1
Job 976:      7 	  11752 	      0-   210 	    256
Job 977:      1 	     92 	      1-   240 	      1
Job 978:      0 	     68 	      3-    15 	      1
Job 979:      0 	   4122 	      1-   240 	     32
Job 980:      0 	     45 	      6-    10 	      8
Job 981:      5 	     60 	      8-    60 	      2
Job 982:      4 	     19 	      6-    10 	      1
Job 983:      2 	     39 	      0-   210 	     33
Job 984:     24 	  22716 	      5-     5 	     12
Job 985:      0 	      9 	      9-    30 	      4
Job 986:      0 	  13136 	      6-    10 	      1
Job 987:      9 	   9022 	      0-   210 	     64
Job 988:      3 	     66 	      1-   240 	      8
Job 989:      0 	     19 	      6-    10 	      2
Job 990:      0 	  10719 	      7-    10 	     32
Job 991:      4 	     65 	      0-   210 	      1
Job 992:      0 	   6836 	     11-  1200 	      4
Job 993:      0 	     38 	     12-   600 	     16
Job 994:     13 	  10685 	     12-   600 	    256
Job 995:      1 	  22137 	     11-  1200 	    186
Job 996:      3 	  11406 	      5-     5 	    130
Job 997:      0 	  13541 	      8-    60 	      8
Job 998:     21 	  13369 	      5-     5 	     32
Job 999:      5 	     87 	      9-    30 	     16
Number of jobs: 10000
